Gene,SRR647673,SRR647674,SRR647675,avgLogExpr,LogFC.73.74,LogFC.73.75,LogFC.74.75
gene:MSMEG_3760,5.829857974,6.847046115,6.594781466,6.423895185,-1.017188142,-0.764923493,0.252264649
gene:MSMEG_3761,8.77514361,8.669434699,8.464056906,8.636211738,0.105708911,0.311086704,0.205377793
gene:MSMEG_3762,8.872120879,8.98571779,8.90453065,8.920789773,-0.113596911,-0.032409771,0.081187141
gene:MSMEG_3763,8.864553075,9.204191715,9.01877066,9.029171817,-0.33963864,-0.154217585,0.185421055
gene:MSMEG_3764,10.6293268,11.02687228,11.17497576,10.94372495,-0.397545476,-0.54564896,-0.148103484
gene:MSMEG_3765,12.50455265,11.94249325,11.98573777,12.14426123,0.562059405,0.518814879,-0.043244526
gene:MSMEG_3766,13.07359753,12.64850197,12.8320323,12.85137727,0.425095557,0.241565224,-0.183530333
gene:MSMEG_3767,12.75874134,12.58561942,12.63083046,12.65839707,0.173121919,0.127910878,-0.045211041
gene:MSMEG_3768,13.31752819,13.01647347,12.91274155,13.08224773,0.301054722,0.404786641,0.103731919
gene:MSMEG_3769,13.08270744,12.4825956,12.48853897,12.68461401,0.600111844,0.594168468,-0.005943376
gene:MSMEG_3770,13.30338083,13.57278664,13.09001919,13.32206222,-0.269405817,0.213361636,0.482767453
gene:MSMEG_3771,10.30638247,11.22682269,10.87054007,10.80124841,-0.920440213,-0.564157592,0.35628262
gene:MSMEG_3772,11.9854043,12.47439804,12.28480717,12.24820317,-0.488993742,-0.299402872,0.189590869
gene:MSMEG_3773,12.1689873,12.59466718,12.35341546,12.37235665,-0.425679874,-0.184428151,0.241251723
gene:MSMEG_3774,11.49405638,12.34137332,11.93545511,11.92362827,-0.847316935,-0.441398728,0.405918207
gene:MSMEG_3775,12.38945871,12.89729527,12.52138819,12.60271405,-0.507836557,-0.131929482,0.375907075
gene:MSMEG_3776,11.761876,12.43631698,12.02751996,12.07523765,-0.674440979,-0.265643968,0.408797011
gene:MSMEG_3777,13.60407368,14.08152624,13.88124436,13.85561476,-0.477452555,-0.277170678,0.200281877
gene:MSMEG_3778,13.85798939,13.22839599,13.11032845,13.39890461,0.629593401,0.74766094,0.11806754
gene:MSMEG_3780,10.23115643,10.39328856,10.16217442,10.26220647,-0.162132131,0.068982015,0.231114146
gene:MSMEG_3781,5.5221749,6.45541014,6.293851581,6.090478874,-0.933235241,-0.771676682,0.161558559
gene:MSMEG_3782,9.656597786,9.590791238,10.08693664,9.778108553,0.065806547,-0.43033885,-0.496145397
gene:MSMEG_3783,10.07054706,10.26775868,10.54045786,10.2929212,-0.197211617,-0.469910802,-0.272699185
gene:MSMEG_3784,9.95617175,9.09997214,9.568094319,9.541412736,0.85619961,0.388077431,-0.468122179
gene:MSMEG_3785,9.843589497,9.788285798,10.08176878,9.904548025,0.055303698,-0.238179282,-0.29348298
gene:MSMEG_3786,9.664347876,10.03318831,10.14485253,9.947462904,-0.368840435,-0.480504649,-0.111664214
gene:MSMEG_3787,9.76663381,10.19221724,10.45535564,10.1380689,-0.425583429,-0.68872183,-0.263138401
gene:MSMEG_3788,8.114123148,8.441697314,8.694703351,8.416841271,-0.327574166,-0.580580203,-0.253006037
gene:MSMEG_3789,10.83178313,10.48203121,10.83465799,10.71615744,0.349751922,-0.002874854,-0.352626776
gene:MSMEG_3790,10.64362035,10.73362877,10.89044578,10.7558983,-0.090008423,-0.246825432,-0.15681701
gene:MSMEG_3791,13.19375372,13.99269855,13.77906503,13.65517243,-0.798944824,-0.585311303,0.213633521
gene:MSMEG_3792,15.08147738,14.13644992,13.93208605,14.38333778,0.94502746,1.149391333,0.204363872
gene:MSMEG_3793,14.13688693,14.62007146,14.48769936,14.41488591,-0.483184527,-0.350812434,0.132372094
gene:MSMEG_3794,11.18581649,13.41244655,13.22721015,12.60849106,-2.226630056,-2.041393657,0.185236399
gene:MSMEG_3795,12.11641519,11.62537543,11.54737045,11.76305369,0.491039765,0.569044746,0.07800498
gene:MSMEG_3796,12.9815081,12.33301575,12.36357727,12.55936704,0.648492351,0.617930838,-0.030561514
gene:MSMEG_3797,9.617193891,10.23227125,9.998032621,9.949165921,-0.61507736,-0.38083873,0.234238631
gene:MSMEG_3798,9.52896028,10.3859329,10.20362641,10.03950653,-0.856972623,-0.674666132,0.18230649
gene:MSMEG_3799,10.00037166,10.93921788,10.62067507,10.5200882,-0.938846223,-0.620303418,0.318542806
gene:MSMEG_3800,8.792618413,8.655494421,8.570302735,8.67280519,0.137123992,0.222315678,0.085191686
gene:MSMEG_3801,9.736737559,9.84441278,9.847469774,9.809540038,-0.107675221,-0.110732215,-0.003056994
gene:MSMEG_3802,10.22372867,10.43355426,10.44352577,10.36693623,-0.209825588,-0.219797101,-0.009971514
gene:MSMEG_3803,8.446382618,8.145379924,8.418569047,8.336777197,0.301002694,0.027813571,-0.273189122
gene:MSMEG_3804,9.867134665,9.261293475,9.539845122,9.556091087,0.605841189,0.327289543,-0.278551647
gene:MSMEG_3805,7.218754908,7.808357634,7.971188496,7.666100346,-0.589602726,-0.752433588,-0.162830862
gene:MSMEG_3806,10.86145482,10.39776919,10.6970187,10.6520809,0.463685632,0.164436114,-0.299249518
gene:MSMEG_3807,9.987562119,9.662991012,9.628024481,9.75952587,0.324571107,0.359537638,0.034966531
gene:MSMEG_3808,14.04401605,14.1007604,14.14001356,14.09493,-0.056744351,-0.095997505,-0.039253154
gene:MSMEG_3809,10.11425372,10.79377699,10.68985505,10.53262859,-0.679523275,-0.575601335,0.10392194
gene:MSMEG_3810,13.48509121,14.22664808,14.05206075,13.92126668,-0.741556871,-0.566969538,0.174587332
gene:MSMEG_3811,13.52145777,14.23816999,14.07745522,13.94569433,-0.716712222,-0.555997449,0.160714773
gene:MSMEG_3812,9.6342206,10.72473368,10.51503309,10.29132913,-1.090513081,-0.880812495,0.209700587
gene:MSMEG_3813,4.03305035,4.610946035,4.484831189,4.376275858,-0.577895685,-0.451780839,0.126114846
gene:MSMEG_3814,3.536165632,3.886404039,3.914858528,3.779142733,-0.350238406,-0.378692895,-0.028454489
gene:MSMEG_3815,9.466954311,10.26068444,10.29269484,10.00677787,-0.79373013,-0.825740534,-0.032010404
gene:MSMEG_3816,12.16410822,12.93740121,12.87098584,12.65749842,-0.773292988,-0.706877623,0.066415366
gene:MSMEG_3817,7.338552454,8.586940759,8.563923148,8.163138787,-1.248388304,-1.225370694,0.02301761
gene:MSMEG_3818,10.19476762,9.2681621,9.533020996,9.665316906,0.926605521,0.661746624,-0.264858896
gene:MSMEG_3819,10.0513524,10.23251941,10.51087853,10.26491678,-0.18116701,-0.459526133,-0.278359123
gene:MSMEG_3820,2.342667956,2.355373008,2.284995575,2.327678846,-0.012705051,0.057672381,0.070377432
gene:MSMEG_3821,7.276232046,8.227732888,8.229874912,7.911279949,-0.951500842,-0.953642866,-0.002142024
gene:MSMEG_3822,8.519831192,9.265689835,9.215258621,9.000259883,-0.745858643,-0.695427429,0.050431215
gene:MSMEG_3823,5.383742969,5.056652598,5.05392791,5.164774492,0.327090372,0.32981506,0.002724688
gene:MSMEG_3824,6.346683744,6.419086313,6.096789178,6.287519745,-0.072402569,0.249894565,0.322297135
gene:MSMEG_3825,7.441660671,6.453656023,6.360823016,6.75204657,0.988004649,1.080837655,0.092833007
gene:MSMEG_3826,9.399530771,8.068637754,7.910917099,8.459695208,1.330893017,1.488613672,0.157720654
gene:MSMEG_3827,7.552723186,7.178008959,7.118877777,7.283203307,0.374714227,0.433845409,0.059131182
gene:MSMEG_3828,8.409226125,7.702049141,7.746649103,7.952641456,0.707176983,0.662577021,-0.044599962
gene:MSMEG_3829,7.380409105,7.036696573,7.111725842,7.176277174,0.343712532,0.268683264,-0.075029268
gene:MSMEG_3830,8.016621753,7.22364751,7.214344579,7.484871281,0.792974243,0.802277175,0.009302931
gene:MSMEG_3832,11.08310943,10.72844159,10.65432085,10.82195729,0.354667834,0.42878858,0.074120747
gene:MSMEG_3833,16.61175118,16.50815222,16.45620182,16.52536841,0.103598955,0.155549351,0.051950396
gene:MSMEG_3834,9.560544995,10.10931112,9.966107725,9.878654613,-0.548766125,-0.40556273,0.143203394
gene:MSMEG_3835,6.563024319,7.200805283,7.092760377,6.95219666,-0.637780964,-0.529736059,0.108044906
gene:MSMEG_3836,9.424955608,9.965315518,9.977604211,9.789291779,-0.54035991,-0.552648603,-0.012288693
gene:MSMEG_3837,11.5942754,11.74437471,11.83101476,11.72322162,-0.150099306,-0.236739354,-0.086640047
gene:MSMEG_3838,10.93145731,10.19211355,10.34252902,10.48869996,0.739343766,0.588928287,-0.150415479
gene:MSMEG_3839,14.32547409,13.72754177,13.73508243,13.92936609,0.597932315,0.590391661,-0.007540655
gene:MSMEG_3840,7.304633107,7.541032314,7.223538775,7.356401399,-0.236399208,0.081094332,0.31749354
gene:MSMEG_3841,7.973201275,7.127175803,6.833066567,7.311147881,0.846025471,1.140134708,0.294109237
gene:MSMEG_3842,4.351678958,4.582350218,4.603424617,4.512484598,-0.230671259,-0.251745659,-0.021074399
gene:MSMEG_3843,8.793426744,8.364939402,8.806947023,8.65510439,0.428487342,-0.013520279,-0.442007621
gene:MSMEG_3844,8.839878969,9.011816329,9.30429494,9.051996746,-0.17193736,-0.464415971,-0.29247861
gene:MSMEG_3845,7.286744938,8.471422104,8.1853893,7.981185447,-1.184677166,-0.898644362,0.286032804
gene:MSMEG_3846,9.800276987,9.464184587,9.359271783,9.541244452,0.336092399,0.441005204,0.104912804
gene:MSMEG_3847,8.242638476,9.306742647,9.2290645,8.926148541,-1.064104171,-0.986426024,0.077678147
gene:MSMEG_3848,12.03609529,12.09515913,12.00924588,12.04683343,-0.059063839,0.02684941,0.08591325
gene:MSMEG_3849,6.206562848,6.97164011,6.679394063,6.619199007,-0.765077262,-0.472831215,0.292246047
gene:MSMEG_3850,8.270705363,8.443896335,9.046492491,8.587031397,-0.173190972,-0.775787128,-0.602596156
gene:MSMEG_3851,11.16746315,9.738594695,10.47252337,10.45952707,1.428868457,0.694939785,-0.733928672
gene:MSMEG_3852,5.934370456,6.154854694,6.277211203,6.122145451,-0.220484238,-0.342840747,-0.122356509
gene:MSMEG_3853,4.972642705,5.445171075,5.546150351,5.321321377,-0.472528371,-0.573507647,-0.100979276
gene:MSMEG_3854,6.75521293,6.613198616,6.683649224,6.684020257,0.142014315,0.071563706,-0.070450608
gene:MSMEG_3855,10.164311,10.03153983,10.03408082,10.07664388,0.132771173,0.130230182,-0.002540992
gene:MSMEG_3856,12.68621897,12.34870042,12.15955143,12.39815694,0.337518556,0.52666754,0.189148984
gene:MSMEG_3857,9.96986969,10.20543265,9.969220378,10.04817424,-0.235562956,0.000649312,0.236212268
gene:MSMEG_3858,12.09918912,13.73047082,13.41717884,13.08227959,-1.631281696,-1.317989725,0.313291971
gene:MSMEG_3859,13.19420206,12.87013367,12.70654337,12.92362637,0.324068389,0.487658692,0.163590303
gene:MSMEG_3860,11.96701414,12.05291744,12.16893006,12.06295388,-0.085903297,-0.201915918,-0.116012621
gene:MSMEG_3861,11.10326551,11.25493795,11.42836401,11.26218916,-0.151672441,-0.325098501,-0.173426059
gene:MSMEG_3862,10.29270132,10.28249278,10.65444988,10.40988133,0.010208535,-0.361748568,-0.371957103
gene:MSMEG_3863,11.08215395,10.92286296,11.07035739,11.02512477,0.15929099,0.01179656,-0.14749443
gene:MSMEG_3864,13.30311041,13.50359309,13.61754157,13.47474836,-0.200482673,-0.31443116,-0.113948487
gene:MSMEG_3865,10.93410701,10.07877403,10.04681167,10.3532309,0.855332972,0.887295334,0.031962362
gene:MSMEG_3866,5.810039947,6.433808891,6.33476557,6.19287147,-0.623768944,-0.524725623,0.099043321
gene:MSMEG_3867,8.104002774,7.64829035,7.480517342,7.744270155,0.455712423,0.623485431,0.167773008
gene:MSMEG_3868,4.70491099,4.759654415,4.79222259,4.752262665,-0.054743425,-0.0873116,-0.032568175
gene:MSMEG_3869,7.099621591,7.174218176,7.111589908,7.128476558,-0.074596586,-0.011968318,0.062628268
gene:MSMEG_3870,7.575741525,7.529560262,7.608754464,7.571352084,0.046181263,-0.033012939,-0.079194202
gene:MSMEG_3871,10.1268855,11.41597883,11.10122828,10.8813642,-1.289093326,-0.974342778,0.314750548
gene:MSMEG_3872,10.98526127,11.11646181,11.2131451,11.10495606,-0.13120054,-0.227883828,-0.096683288
gene:MSMEG_3873,11.91404864,12.01013257,12.05221977,11.99213366,-0.096083929,-0.138171127,-0.042087198
gene:MSMEG_3874,10.14622972,9.336683653,9.409173801,9.630695726,0.80954607,0.737055921,-0.072490149
gene:MSMEG_3875,9.916917115,9.742358806,10.02536307,9.894879665,0.174558309,-0.108445958,-0.283004267
gene:MSMEG_3876,9.726102491,9.494286693,9.647493118,9.622627434,0.231815798,0.078609373,-0.153206425
gene:MSMEG_3877,10.70711191,10.20846385,10.25768563,10.39108713,0.498648054,0.44942628,-0.049221774
gene:MSMEG_3878,9.619085159,10.74893457,10.60521735,10.32441236,-1.129849411,-0.986132196,0.143717215
gene:MSMEG_3879,9.817378529,10.57599483,10.26829387,10.22055574,-0.758616304,-0.45091534,0.307700964
gene:MSMEG_3880,11.83513977,12.18145063,12.18155165,12.06604735,-0.346310861,-0.34641188,-0.000101018
gene:MSMEG_3881,12.03759357,11.82505789,11.88651174,11.91638773,0.212535677,0.151081829,-0.061453848
gene:MSMEG_3882,7.781387225,9.413275963,9.346520486,8.847061225,-1.631888738,-1.565133262,0.066755476
gene:MSMEG_3883,12.39751536,12.64635182,12.74804986,12.59730568,-0.248836457,-0.350534496,-0.101698039
gene:MSMEG_3884,15.09294503,14.26100868,14.15852866,14.50416079,0.831936342,0.93441637,0.102480028
gene:MSMEG_3885,12.72384419,13.30313559,13.14292884,13.05663621,-0.579291403,-0.419084652,0.16020675
gene:MSMEG_3886,13.83795059,13.09129588,13.30267678,13.41064108,0.746654705,0.535273808,-0.211380898
gene:MSMEG_3887,14.43271057,13.99156861,13.9830204,14.13576652,0.441141959,0.449690171,0.008548212
gene:MSMEG_3888,11.05965789,11.32117002,11.22271613,11.20118135,-0.261512125,-0.163058242,0.098453883
gene:MSMEG_3890,13.98260341,13.20585081,13.41695017,13.5351348,0.776752594,0.565653233,-0.211099362
gene:MSMEG_3891,8.08955868,7.516599148,7.61663508,7.740930969,0.572959532,0.4729236,-0.100035932
gene:MSMEG_3892,9.991427118,9.279468495,9.025721903,9.432205839,0.711958623,0.965705215,0.253746592
gene:MSMEG_3893,12.24633972,12.18353794,11.85595661,12.09527809,0.062801782,0.390383112,0.32758133
gene:MSMEG_3894,12.8226402,13.78614903,13.54737998,13.38538974,-0.963508834,-0.724739778,0.238769056
gene:MSMEG_3895,13.2853847,14.09422617,13.99176573,13.79045887,-0.808841469,-0.706381024,0.102460445
gene:MSMEG_3896,14.58793286,13.87649166,13.77637957,14.08026803,0.711441208,0.811553298,0.10011209
gene:MSMEG_3897,13.22185867,13.69095253,13.51837079,13.47706066,-0.469093863,-0.296512121,0.172581742
gene:MSMEG_3898,10.41974228,10.19647808,10.56464413,10.3936215,0.223264204,-0.144901854,-0.368166058
gene:MSMEG_3899,7.413159891,7.606215142,8.547819352,7.855731462,-0.193055251,-1.134659461,-0.94160421
gene:MSMEG_3900,10.25981788,9.888787185,10.68183025,10.27681177,0.371030691,-0.422012377,-0.793043068
gene:MSMEG_3901,9.66090734,11.12286066,11.50616061,10.76330954,-1.461953322,-1.845253272,-0.38329995
gene:MSMEG_3902,15.75444057,14.83286313,14.9937498,15.1936845,0.921577445,0.760690775,-0.160886669
gene:MSMEG_3903,14.14990375,14.66565131,14.61213476,14.47589661,-0.515747563,-0.46223101,0.053516553
gene:MSMEG_3904,10.55150281,11.24754065,11.41998322,11.07300889,-0.696037846,-0.868480414,-0.172442568
gene:MSMEG_3905,10.92027057,10.44839013,10.5802763,10.64964567,0.471880444,0.33999427,-0.131886173
gene:MSMEG_3906,11.81827055,11.96993752,12.00355305,11.93058704,-0.15166697,-0.1852825,-0.03361553
gene:MSMEG_3907,12.4433688,11.43254628,11.51175755,11.79589088,1.010822518,0.931611252,-0.079211266
gene:MSMEG_3908,10.55877756,10.78930585,10.85652707,10.73487016,-0.230528291,-0.297749509,-0.067221218
gene:MSMEG_3909,9.51641239,9.827817105,9.708016723,9.684082073,-0.311404715,-0.191604333,0.119800382
gene:MSMEG_3910,9.398587641,9.75775703,9.71030732,9.62221733,-0.359169389,-0.311719679,0.047449711
gene:MSMEG_3911,2.732906904,2.95336273,2.917226435,2.867832023,-0.220455826,-0.184319531,0.036136295
gene:MSMEG_3912,3.932750721,4.472181473,4.351590517,4.252174237,-0.539430752,-0.418839796,0.120590956
gene:MSMEG_3914,8.5842324,8.957695675,8.781367819,8.774431965,-0.373463275,-0.197135419,0.176327856
gene:MSMEG_3915,9.618820223,10.0804642,9.917722206,9.872335542,-0.461643974,-0.298901983,0.16274199
gene:MSMEG_3916,8.791530337,8.878766558,8.613960018,8.761418971,-0.087236221,0.177570319,0.264806539
gene:MSMEG_3917,10.25539949,10.29957656,10.13705476,10.23067694,-0.044177066,0.118344727,0.162521793
gene:MSMEG_3918,9.821657909,10.3802274,10.45290985,10.21826505,-0.558569493,-0.631251942,-0.072682449
gene:MSMEG_3919,10.13063013,8.731089515,9.19406576,9.351928468,1.399540613,0.936564369,-0.462976245
gene:MSMEG_3920,7.441130797,7.952660823,8.152935387,7.848909002,-0.511530026,-0.711804589,-0.200274563
gene:MSMEG_3921,9.166640146,9.031831758,9.083237269,9.093903058,0.134808388,0.083402877,-0.051405511
gene:MSMEG_3922,10.55554694,9.337871742,9.427368024,9.773595569,1.217675199,1.128178918,-0.089496281
gene:MSMEG_3923,9.244102537,8.802300692,9.120890355,9.055764528,0.441801845,0.123212182,-0.318589663
gene:MSMEG_3924,10.04581037,8.86858415,9.079323934,9.331239484,1.177226219,0.966486435,-0.210739784
gene:MSMEG_3925,8.054816401,8.511793393,8.634531476,8.400380423,-0.456976992,-0.579715075,-0.122738083
gene:MSMEG_3926,10.02460848,8.872517198,8.888774267,9.261966648,1.152091281,1.135834211,-0.01625707
gene:MSMEG_3927,5.13217785,5.795148512,5.694327758,5.540551373,-0.662970661,-0.562149907,0.100820754
gene:MSMEG_3928,6.721020885,7.095795255,7.045284029,6.95403339,-0.37477437,-0.324263143,0.050511226
gene:MSMEG_3929,5.975822596,5.846608082,5.870242803,5.897557827,0.129214514,0.105579793,-0.023634722
gene:MSMEG_3930,5.770424474,5.710107838,5.701055589,5.727195967,0.060316636,0.069368885,0.009052249
gene:MSMEG_3931,5.987446898,6.234959024,6.385983003,6.202796308,-0.247512126,-0.398536104,-0.151023978
gene:MSMEG_3932,5.985566901,7.357967669,7.614172502,6.985902357,-1.372400767,-1.628605601,-0.256204833
gene:MSMEG_3933,5.717025636,6.703727492,6.687747207,6.369500111,-0.986701856,-0.970721571,0.015980285
gene:MSMEG_3934,8.549489201,7.797341414,7.848835335,8.065221984,0.752147787,0.700653866,-0.051493921
gene:MSMEG_3935,7.160773338,7.887578699,7.663419989,7.570590676,-0.726805361,-0.502646651,0.22415871
gene:MSMEG_3936,8.643090208,7.572155489,7.491168872,7.90213819,1.07093472,1.151921336,0.080986616
gene:MSMEG_3937,6.236452985,6.521647887,6.34000242,6.36603443,-0.285194902,-0.103549436,0.181645467
gene:MSMEG_3938,4.428683323,4.931615189,4.834574616,4.731624376,-0.502931867,-0.405891293,0.097040573
gene:MSMEG_3939,7.899334311,7.057630674,7.178300418,7.378421801,0.841703637,0.721033894,-0.120669744
gene:MSMEG_3940,7.153691386,6.757276143,6.852652726,6.921206751,0.396415243,0.30103866,-0.095376583
gene:MSMEG_3941,8.62423715,8.446274542,8.499988873,8.523500188,0.177962608,0.124248276,-0.053714331
gene:MSMEG_3942,8.499575361,7.750965589,7.873188028,8.041242993,0.748609772,0.626387333,-0.122222439
gene:MSMEG_3943,7.60878411,7.464728644,7.505290156,7.526267637,0.144055466,0.103493954,-0.040561511
gene:MSMEG_3944,7.815242735,7.167570391,7.340979005,7.441264044,0.647672344,0.47426373,-0.173408614
gene:MSMEG_3945,7.192722938,7.215184923,7.739850987,7.382586283,-0.022461985,-0.547128049,-0.524666064
gene:MSMEG_3946,5.053740878,5.976141012,6.086800428,5.705560772,-0.922400134,-1.03305955,-0.110659416
gene:MSMEG_3947,6.21843197,7.341894413,7.131920478,6.89741562,-1.123462443,-0.913488508,0.209973935
gene:MSMEG_3948,5.018961448,5.967867316,5.985693188,5.657507317,-0.948905868,-0.96673174,-0.017825872
gene:MSMEG_3949,7.799255139,6.242130347,6.380775187,6.807386891,1.557124792,1.418479952,-0.13864484
gene:MSMEG_3950,9.260332628,9.905667518,10.06101071,9.742336952,-0.645334889,-0.800678082,-0.155343192
gene:MSMEG_3951,6.741085924,6.844044322,6.86748964,6.817539962,-0.102958398,-0.126403716,-0.023445318
gene:MSMEG_3952,7.930960491,8.087398651,8.321025373,8.113128172,-0.15643816,-0.390064882,-0.233626722
gene:MSMEG_3953,5.862800828,5.33339083,5.272114073,5.489435244,0.529409997,0.590686754,0.061276757
gene:MSMEG_3954,7.814548363,7.534782413,7.701314725,7.6835485,0.27976595,0.113233638,-0.166532312
gene:MSMEG_3955,6.333100895,6.56433609,6.659967788,6.519134925,-0.231235195,-0.326866893,-0.095631698
gene:MSMEG_3956,5.379233476,5.040263436,5.055481004,5.158325972,0.33897004,0.323752473,-0.015217568
gene:MSMEG_3957,7.857231141,8.15995332,8.125810754,8.047665072,-0.30272218,-0.268579614,0.034142566
gene:MSMEG_3958,8.945639632,8.736172673,8.853411685,8.845074663,0.209466958,0.092227947,-0.117239011
gene:MSMEG_3959,8.347286253,9.312831908,9.136750572,8.932289577,-0.965545654,-0.789464319,0.176081336
gene:MSMEG_3960,5.620710613,7.176974041,6.69047902,6.496054558,-1.556263428,-1.069768407,0.486495021
gene:MSMEG_3961,10.16452266,10.94680246,10.68641744,10.59924752,-0.782279796,-0.521894777,0.260385019
gene:MSMEG_3962,11.67498452,12.66810066,12.02159049,12.12155856,-0.993116145,-0.346605967,0.646510177
gene:MSMEG_3963,7.446032877,7.324621675,7.688314436,7.486322996,0.121411202,-0.242281559,-0.363692762
gene:MSMEG_3964,11.81431534,11.32373814,11.53716103,11.55840484,0.490577191,0.277154302,-0.213422889
gene:MSMEG_3965,10.7297211,7.92923355,8.057174621,8.905376424,2.80048755,2.672546479,-0.127941071
gene:MSMEG_3966,10.39524398,8.663515012,8.602047502,9.220268832,1.73172897,1.79319648,0.06146751
gene:MSMEG_3967,8.824881775,8.451578457,8.403612051,8.560024094,0.373303318,0.421269725,0.047966407
gene:MSMEG_3968,0,0,0,0,0,0,0
gene:MSMEG_3969,4.536190684,5.095837335,4.976917134,4.869648384,-0.559646651,-0.440726451,0.118920201
gene:MSMEG_3970,6.62221827,7.168073736,7.147316782,6.979202929,-0.545855466,-0.525098512,0.020756954
gene:MSMEG_3971,7.761793091,7.674640214,7.692997381,7.709810229,0.087152877,0.06879571,-0.018357167
gene:MSMEG_3972,8.648204758,7.45806219,7.696386125,7.934217691,1.190142568,0.951818633,-0.238323935
gene:MSMEG_3973,8.265571935,8.010708767,8.082775466,8.119685389,0.254863168,0.182796468,-0.072066699
gene:MSMEG_3975,9.931310481,9.772205836,9.639742319,9.781086212,0.159104645,0.291568162,0.132463518
gene:MSMEG_3976,7.503203584,8.734104333,8.563117878,8.266808598,-1.23090075,-1.059914295,0.170986455
gene:MSMEG_3977,9.032613848,7.480646035,7.716651869,8.076637251,1.551967813,1.315961979,-0.236005835
gene:MSMEG_3978,9.843331948,10.40385583,10.43696033,10.22804937,-0.560523881,-0.593628386,-0.033104505
gene:MSMEG_3980,9.669515578,10.70859641,10.43428347,10.27079848,-1.039080834,-0.764767887,0.274312947
gene:MSMEG_3981,9.019295382,8.568101064,8.305708762,8.63103507,0.451194318,0.71358662,0.262392302
gene:MSMEG_3982,9.327169342,8.448233277,8.20039307,8.658598563,0.878936065,1.126776272,0.247840206
gene:MSMEG_3984,9.01454738,9.07675548,9.007375626,9.032892829,-0.062208101,0.007171754,0.069379854
gene:MSMEG_3985,8.216459311,8.235436678,8.063985034,8.171960341,-0.018977367,0.152474277,0.171451644
gene:MSMEG_3986,9.52041461,8.066734964,8.01659492,8.534581498,1.453679646,1.503819689,0.050140044
gene:MSMEG_3987,8.628543827,9.202606968,8.817273695,8.882808163,-0.574063142,-0.188729868,0.385333273
gene:MSMEG_3988,8.505241154,9.265282704,8.734785401,8.835103086,-0.76004155,-0.229544246,0.530497303
gene:MSMEG_3989,6.062929151,6.049271224,5.782807972,5.965002782,0.013657926,0.280121179,0.266463252
gene:MSMEG_3990,5.962097666,6.270826438,6.258256279,6.163726795,-0.308728772,-0.296158613,0.012570159
gene:MSMEG_3991,7.352170765,7.449626001,7.6392306,7.480342455,-0.097455236,-0.287059835,-0.189604599
gene:MSMEG_3992,9.6405951,9.126847575,9.068219057,9.278553911,0.513747525,0.572376043,0.058628517
gene:MSMEG_3993,7.458342451,6.742695027,6.79111558,6.997384353,0.715647424,0.667226871,-0.048420553
gene:MSMEG_3994,6.97463613,7.132431538,7.05922381,7.055430493,-0.157795408,-0.08458768,0.073207728
gene:MSMEG_3995,6.472292831,7.467938557,7.148702182,7.029644523,-0.995645726,-0.676409351,0.319236376
gene:MSMEG_3996,6.938885348,7.363732,7.300778897,7.201132082,-0.424846651,-0.361893549,0.062953103
gene:MSMEG_3997,10.75805008,10.25298063,10.17911673,10.39671581,0.505069444,0.57893335,0.073863906
gene:MSMEG_3998,7.43043583,7.765443849,7.783102427,7.659660702,-0.335008019,-0.352666597,-0.017658578
gene:MSMEG_3999,9.533213699,9.188796085,9.131814154,9.284607979,0.344417614,0.401399545,0.056981931
gene:MSMEG_4000,9.262277867,9.110969212,9.076375886,9.149874322,0.151308655,0.185901981,0.034593325
gene:MSMEG_4001,8.233365916,7.34934445,7.560079686,7.714263351,0.884021466,0.67328623,-0.210735236
gene:MSMEG_4002,7.72363937,6.947840154,7.100869624,7.257449716,0.775799216,0.622769746,-0.15302947
gene:MSMEG_4003,8.936440942,7.635046049,7.844098145,8.138528379,1.301394892,1.092342797,-0.209052096
gene:MSMEG_4004,6.739586079,7.559156226,7.399360897,7.232701067,-0.819570147,-0.659774818,0.159795329
gene:MSMEG_4005,7.550288496,8.131348512,8.163854487,7.948497165,-0.581060016,-0.613565991,-0.032505975
gene:MSMEG_4006,8.025898977,8.987893394,9.088017127,8.700603166,-0.961994417,-1.06211815,-0.100123733
gene:MSMEG_4007,9.145059454,9.658355538,9.43330524,9.412240077,-0.513296085,-0.288245786,0.225050299
gene:MSMEG_4008,7.436928831,6.60933158,6.609786859,6.88534909,0.827597251,0.827141972,-0.000455279
gene:MSMEG_4009,4.758803643,5.671180575,5.494886018,5.308290079,-0.912376932,-0.736082375,0.176294557
gene:MSMEG_4010,4.788586929,4.787726586,4.723764585,4.7666927,0.000860343,0.064822344,0.063962002
gene:MSMEG_4011,6.260870115,5.918567049,5.918304711,6.032580625,0.342303065,0.342565404,0.000262338
gene:MSMEG_4012,5.552040684,5.617135629,5.507107331,5.558761215,-0.065094944,0.044933353,0.110028297
gene:MSMEG_4013,6.995146796,7.473606543,7.258736691,7.242496677,-0.478459747,-0.263589895,0.214869852
gene:MSMEG_4014,8.725340629,8.79034407,8.542110962,8.685931887,-0.065003441,0.183229667,0.248233108
gene:MSMEG_4015,5.97523502,6.481922715,6.336501571,6.264553102,-0.506687695,-0.361266551,0.145421144
gene:MSMEG_4016,4.054932838,4.565135382,4.586492664,4.402186961,-0.510202543,-0.531559826,-0.021357282
gene:MSMEG_4017,6.857840471,6.7233742,6.841951899,6.80772219,0.134466271,0.015888572,-0.118577699
